State/Country,Year,Category of occupation,Code Version, Employed Person ('000) 
Negeri Sembilan,2007,Professionals,MASCO 1998,18.6
Pahang,2007,Professionals,MASCO 1998,20.8
Pulau Pinang,2007,Professionals,MASCO 1998,40.1
Perak,2007,Professionals,MASCO 1998,31.4
Perlis,2007,Professionals,MASCO 1998,4.8
Selangor,2007,Professionals,MASCO 1998,195.3
Terengganu,2007,Professionals,MASCO 1998,17.9
Sabah,2007,Professionals,MASCO 1998,41.7
Sarawak,2007,Professionals,MASCO 1998,51.1
W.P. Kuala Lumpur,2007,Professionals,MASCO 1998,69.5
W.P Labuan,2007,Professionals,MASCO 1998,1.5
W.P.Putrajaya,2007,Professionals,MASCO 1998,
Malaysia,2007,Technicians and associate professionals  ,MASCO 1998,"1,400.5"
Johor,2007,Technicians and associate professionals  ,MASCO 1998,191.7
Kedah,2007,Technicians and associate professionals  ,MASCO 1998,86.3
Kelantan,2007,Technicians and associate professionals  ,MASCO 1998,47.2
Melaka,2007,Technicians and associate professionals  ,MASCO 1998,46.2
Negeri Sembilan,2007,Technicians and associate professionals  ,MASCO 1998,55.2
Pahang,2007,Technicians and associate professionals  ,MASCO 1998,64.3
Pulau Pinang,2007,Technicians and associate professionals  ,MASCO 1998,103.2
Perak,2007,Technicians and associate professionals  ,MASCO 1998,102.0
Perlis,2007,Technicians and associate professionals  ,MASCO 1998,9.0
Selangor,2007,Technicians and associate professionals  ,MASCO 1998,328.5
Terengganu,2007,Technicians and associate professionals  ,MASCO 1998,49.7
Sabah,2007,Technicians and associate professionals  ,MASCO 1998,109.8
Sarawak,2007,Technicians and associate professionals  ,MASCO 1998,113.6
W.P. Kuala Lumpur,2007,Technicians and associate professionals  ,MASCO 1998,90.0
W.P Labuan,2007,Technicians and associate professionals  ,MASCO 1998,3.9
W.P.Putrajaya,2007,Technicians and associate professionals  ,MASCO 1998,
Malaysia,2007,Clerical workers  ,MASCO 1998,"1,029.5"
Johor,2007,Clerical workers  ,MASCO 1998,128.2
Kedah,2007,Clerical workers  ,MASCO 1998,51.7
Kelantan,2007,Clerical workers  ,MASCO 1998,25.2
Melaka,2007,Clerical workers  ,MASCO 1998,28.4
Negeri Sembilan,2007,Clerical workers  ,MASCO 1998,32.8
Pahang,2007,Clerical workers  ,MASCO 1998,46.6
Pulau Pinang,2007,Clerical workers  ,MASCO 1998,71.8
Perak,2007,Clerical workers  ,MASCO 1998,65.3
Perlis,2007,Clerical workers  ,MASCO 1998,5.9
Selangor,2007,Clerical workers  ,MASCO 1998,274.3
Terengganu,2007,Clerical workers  ,MASCO 1998,24.5
Sabah,2007,Clerical workers  ,MASCO 1998,91.8
Sarawak,2007,Clerical workers  ,MASCO 1998,79.5
W.P. Kuala Lumpur,2007,Clerical workers  ,MASCO 1998,100.2
W.P Labuan,2007,Clerical workers  ,MASCO 1998,3.3
W.P.Putrajaya,2007,Clerical workers  ,MASCO 1998,
Malaysia,2007,Service workers and shop and market sales workers,MASCO 1998,"1,705.6"
Johor,2007,Service workers and shop and market sales workers,MASCO 1998,217.8
Kedah,2007,Service workers and shop and market sales workers,MASCO 1998,115.0
Kelantan,2007,Service workers and shop and market sales workers,MASCO 1998,103.6
Melaka,2007,Service workers and shop and market sales workers,MASCO 1998,59.6
Negeri Sembilan,2007,Service workers and shop and market sales workers,MASCO 1998,60.7
Pahang,2007,Service workers and shop and market sales workers,MASCO 1998,90.7
Pulau Pinang,2007,Service workers and shop and market sales workers,MASCO 1998,105.5
Perak,2007,Service workers and shop and market sales workers,MASCO 1998,157.2
Perlis,2007,Service workers and shop and market sales workers,MASCO 1998,17.1
Selangor,2007,Service workers and shop and market sales workers,MASCO 1998,293.5
Terengganu,2007,Service workers and shop and market sales workers,MASCO 1998,67.2
Sabah,2007,Service workers and shop and market sales workers,MASCO 1998,168.5
Sarawak,2007,Service workers and shop and market sales workers,MASCO 1998,112.9
W.P. Kuala Lumpur,2007,Service workers and shop and market sales workers,MASCO 1998,131.3
W.P Labuan,2007,Service workers and shop and market sales workers,MASCO 1998,5.0
W.P.Putrajaya,2007,Service workers and shop and market sales workers,MASCO 1998,
Malaysia,2007,Skilled agricultural and fishery workers    ,MASCO 1998,"1,355.3"
Johor,2007,Skilled agricultural and fishery workers    ,MASCO 1998,111.7
Kedah,2007,Skilled agricultural and fishery workers    ,MASCO 1998,99.4
Kelantan,2007,Skilled agricultural and fishery workers    ,MASCO 1998,102.2
Melaka,2007,Skilled agricultural and fishery workers    ,MASCO 1998,12.0
Negeri Sembilan,2007,Skilled agricultural and fishery workers    ,MASCO 1998,52.4
Pahang,2007,Skilled agricultural and fishery workers    ,MASCO 1998,136.1
Pulau Pinang,2007,Skilled agricultural and fishery workers    ,MASCO 1998,14.4
Perak,2007,Skilled agricultural and fishery workers    ,MASCO 1998,111.0
Perlis,2007,Skilled agricultural and fishery workers    ,MASCO 1998,10.9
Selangor,2007,Skilled agricultural and fishery workers    ,MASCO 1998,33.9
Terengganu,2007,Skilled agricultural and fishery workers    ,MASCO 1998,48.8
Sabah,2007,Skilled agricultural and fishery workers    ,MASCO 1998,359.5
Sarawak,2007,Skilled agricultural and fishery workers    ,MASCO 1998,260.4
W.P. Kuala Lumpur,2007,Skilled agricultural and fishery workers    ,MASCO 1998,0.8
W.P Labuan,2007,Skilled agricultural and fishery workers    ,MASCO 1998,1.8
W.P.Putrajaya,2007,Skilled agricultural and fishery workers    ,MASCO 1998,
Malaysia,2007,Craft and related trade workers   ,MASCO 1998,"1,133.2"
Johor,2007,Craft and related trade workers   ,MASCO 1998,183.1
Kedah,2007,Craft and related trade workers   ,MASCO 1998,72.6
Kelantan,2007,Craft and related trade workers   ,MASCO 1998,63.7
Melaka,2007,Craft and related trade workers   ,MASCO 1998,23.9
Negeri Sembilan,2007,Craft and related trade workers   ,MASCO 1998,41.5
Pahang,2007,Craft and related trade workers   ,MASCO 1998,56.4
Pulau Pinang,2007,Craft and related trade workers   ,MASCO 1998,77.1
Perak,2007,Craft and related trade workers   ,MASCO 1998,106.6
Perlis,2007,Craft and related trade workers   ,MASCO 1998,9.1
Selangor,2007,Craft and related trade workers   ,MASCO 1998,157.7
Terengganu,2007,Craft and related trade workers   ,MASCO 1998,64.9
Sabah,2007,Craft and related trade workers   ,MASCO 1998,106.5
Sarawak,2007,Craft and related trade workers   ,MASCO 1998,109.7
W.P. Kuala Lumpur,2007,Craft and related trade workers   ,MASCO 1998,56.5
W.P Labuan,2007,Craft and related trade workers   ,MASCO 1998,4.0
W.P.Putrajaya,2007,Craft and related trade workers   ,MASCO 1998,
Malaysia,2007,Plant and machine-operators and assemblers,MASCO 1998,"1,347.4"
Johor,2007,Plant and machine-operators and assemblers,MASCO 1998,239.5
Kedah,2007,Plant and machine-operators and assemblers,MASCO 1998,119.7
Kelantan,2007,Plant and machine-operators and assemblers,MASCO 1998,35.9
Melaka,2007,Plant and machine-operators and assemblers,MASCO 1998,47.7
Negeri Sembilan,2007,Plant and machine-operators and assemblers,MASCO 1998,45.8
Pahang,2007,Plant and machine-operators and assemblers,MASCO 1998,52.0
Pulau Pinang,2007,Plant and machine-operators and assemblers,MASCO 1998,117.2
Perak,2007,Plant and machine-operators and assemblers,MASCO 1998,112.6
Perlis,2007,Plant and machine-operators and assemblers,MASCO 1998,8.3
Selangor,2007,Plant and machine-operators and assemblers,MASCO 1998,283.3
Terengganu,2007,Plant and machine-operators and assemblers,MASCO 1998,28.2
Sabah,2007,Plant and machine-operators and assemblers,MASCO 1998,128.8
Sarawak,2007,Plant and machine-operators and assemblers,MASCO 1998,82.3
W.P. Kuala Lumpur,2007,Plant and machine-operators and assemblers,MASCO 1998,43.9
W.P Labuan,2007,Plant and machine-operators and assemblers,MASCO 1998,2.4
W.P.Putrajaya,2007,Plant and machine-operators and assemblers,MASCO 1998,
Malaysia,2007,Elementary occupations  ,MASCO 1998,"1,199.3"
Johor,2007,Elementary occupations  ,MASCO 1998,121.2
Kedah,2007,Elementary occupations  ,MASCO 1998,78.5
Kelantan,2007,Elementary occupations  ,MASCO 1998,61.2
Melaka,2007,Elementary occupations  ,MASCO 1998,32.2
Negeri Sembilan,2007,Elementary occupations  ,MASCO 1998,44.4
Pahang,2007,Elementary occupations  ,MASCO 1998,63.7
Pulau Pinang,2007,Elementary occupations  ,MASCO 1998,74.6
Perak,2007,Elementary occupations  ,MASCO 1998,109.0
Perlis,2007,Elementary occupations  ,MASCO 1998,11.5
Selangor,2007,Elementary occupations  ,MASCO 1998,226.8
Terengganu,2007,Elementary occupations  ,MASCO 1998,47.4
Sabah,2007,Elementary occupations  ,MASCO 1998,139.7
Sarawak,2007,Elementary occupations  ,MASCO 1998,93.9
W.P. Kuala Lumpur,2007,Elementary occupations  ,MASCO 1998,86.1
W.P Labuan,2007,Elementary occupations  ,MASCO 1998,9.2
W.P.Putrajaya,2007,Elementary occupations  ,MASCO 1998,
Malaysia,2006,Total,MASCO 1998,"10,275.4"
Johor,2006,Total,MASCO 1998,"1,258.1"
Kedah,2006,Total,MASCO 1998,656.8
Kelantan,2006,Total,MASCO 1998,458.4
Melaka,2006,Total,MASCO 1998,273.1
Negeri Sembilan,2006,Total,MASCO 1998,378.7
Pahang,2006,Total,MASCO 1998,557.4
Pulau Pinang,2006,Total,MASCO 1998,647.7
Perak,2006,Total,MASCO 1998,815.9
Perlis,2006,Total,MASCO 1998,74.5
Selangor,2006,Total,MASCO 1998,"2,017.7"
Terengganu,2006,Total,MASCO 1998,351.5
Sabah,2006,Total,MASCO 1998,"1,160.2"
Sarawak,2006,Total,MASCO 1998,918.3
W.P. Kuala Lumpur,2006,Total,MASCO 1998,676.6
W.P Labuan,2006,Total,MASCO 1998,30.5
W.P.Putrajaya,2006,Total,MASCO 1998,
Malaysia,2006,"Legislators, senior officials and managers        ",MASCO 1998,829.6
Johor,2006,"Legislators, senior officials and managers        ",MASCO 1998,65.6
Kedah,2006,"Legislators, senior officials and managers        ",MASCO 1998,37.0
Kelantan,2006,"Legislators, senior officials and managers        ",MASCO 1998,25.2
Melaka,2006,"Legislators, senior officials and managers        ",MASCO 1998,25.2
Negeri Sembilan,2006,"Legislators, senior officials and managers        ",MASCO 1998,29.3
Pahang,2006,"Legislators, senior officials and managers        ",MASCO 1998,25.0
Pulau Pinang,2006,"Legislators, senior officials and managers        ",MASCO 1998,55.9
Perak,2006,"Legislators, senior officials and managers        ",MASCO 1998,58.3
Perlis,2006,"Legislators, senior officials and managers        ",MASCO 1998,3.1
Selangor,2006,"Legislators, senior officials and managers        ",MASCO 1998,277.4
Terengganu,2006,"Legislators, senior officials and managers        ",MASCO 1998,12.7
Sabah,2006,"Legislators, senior officials and managers        ",MASCO 1998,61.6
Sarawak,2006,"Legislators, senior officials and managers        ",MASCO 1998,49.0
W.P. Kuala Lumpur,2006,"Legislators, senior officials and managers        ",MASCO 1998,110.4
W.P Labuan,2006,"Legislators, senior officials and managers        ",MASCO 1998,1.6
W.P.Putrajaya,2006,"Legislators, senior officials and managers        ",MASCO 1998,
Malaysia,2006,Professionals,MASCO 1998,565.9
Johor,2006,Professionals,MASCO 1998,43.7
Kedah,2006,Professionals,MASCO 1998,25.2
Kelantan,2006,Professionals,MASCO 1998,20.6
Melaka,2006,Professionals,MASCO 1998,15.5
Negeri Sembilan,2006,Professionals,MASCO 1998,19.2
Pahang,2006,Professionals,MASCO 1998,18.2
Pulau Pinang,2006,Professionals,MASCO 1998,43.7
Perak,2006,Professionals,MASCO 1998,29.4
Perlis,2006,Professionals,MASCO 1998,4.5
Selangor,2006,Professionals,MASCO 1998,183.2
Terengganu,2006,Professionals,MASCO 1998,17.7
Sabah,2006,Professionals,MASCO 1998,34.6
Sarawak,2006,Professionals,MASCO 1998,36.1
W.P. Kuala Lumpur,2006,Professionals,MASCO 1998,73.4
W.P Labuan,2006,Professionals,MASCO 1998,0.8
W.P.Putrajaya,2006,Professionals,MASCO 1998,
Malaysia,2006,Technicians and associate professionals  ,MASCO 1998,"1,307.5"
Johor,2006,Technicians and associate professionals  ,MASCO 1998,171.0
Kedah,2006,Technicians and associate professionals  ,MASCO 1998,77.2
Kelantan,2006,Technicians and associate professionals  ,MASCO 1998,46.6
Melaka,2006,Technicians and associate professionals  ,MASCO 1998,46.7
Negeri Sembilan,2006,Technicians and associate professionals  ,MASCO 1998,53.8
Pahang,2006,Technicians and associate professionals  ,MASCO 1998,65.4
Pulau Pinang,2006,Technicians and associate professionals  ,MASCO 1998,83.1
Perak,2006,Technicians and associate professionals  ,MASCO 1998,83.6
Perlis,2006,Technicians and associate professionals  ,MASCO 1998,7.6
Selangor,2006,Technicians and associate professionals  ,MASCO 1998,321.7
Terengganu,2006,Technicians and associate professionals  ,MASCO 1998,47.1
Sabah,2006,Technicians and associate professionals  ,MASCO 1998,105.6
Sarawak,2006,Technicians and associate professionals  ,MASCO 1998,105.8
W.P. Kuala Lumpur,2006,Technicians and associate professionals  ,MASCO 1998,88.7
W.P Labuan,2006,Technicians and associate professionals  ,MASCO 1998,3.7
W.P.Putrajaya,2006,Technicians and associate professionals  ,MASCO 1998,
Malaysia,2006,Clerical workers  ,MASCO 1998,968.3
Johor,2006,Clerical workers  ,MASCO 1998,118.7
Kedah,2006,Clerical workers  ,MASCO 1998,46.2
Kelantan,2006,Clerical workers  ,MASCO 1998,21.4
Melaka,2006,Clerical workers  ,MASCO 1998,27.2
Negeri Sembilan,2006,Clerical workers  ,MASCO 1998,32.2
Pahang,2006,Clerical workers  ,MASCO 1998,46.1
Pulau Pinang,2006,Clerical workers  ,MASCO 1998,67.3
Perak,2006,Clerical workers  ,MASCO 1998,68.2
Perlis,2006,Clerical workers  ,MASCO 1998,5.3
Selangor,2006,Clerical workers  ,MASCO 1998,253.2
Terengganu,2006,Clerical workers  ,MASCO 1998,20.9
Sabah,2006,Clerical workers  ,MASCO 1998,93.9
Sarawak,2006,Clerical workers  ,MASCO 1998,70.0
W.P. Kuala Lumpur,2006,Clerical workers  ,MASCO 1998,94.1
W.P Labuan,2006,Clerical workers  ,MASCO 1998,3.6
W.P.Putrajaya,2006,Clerical workers  ,MASCO 1998,
Malaysia,2006,Service workers and shop and market sales workers,MASCO 1998,"1,597.1"
Johor,2006,Service workers and shop and market sales workers,MASCO 1998,191.5
Kedah,2006,Service workers and shop and market sales workers,MASCO 1998,107.6
Kelantan,2006,Service workers and shop and market sales workers,MASCO 1998,94.5
Melaka,2006,Service workers and shop and market sales workers,MASCO 1998,44.2
Negeri Sembilan,2006,Service workers and shop and market sales workers,MASCO 1998,59.9
Pahang,2006,Service workers and shop and market sales workers,MASCO 1998,89.3
Pulau Pinang,2006,Service workers and shop and market sales workers,MASCO 1998,100.1
Perak,2006,Service workers and shop and market sales workers,MASCO 1998,145.8
Perlis,2006,Service workers and shop and market sales workers,MASCO 1998,16.2
Selangor,2006,Service workers and shop and market sales workers,MASCO 1998,269.5
Terengganu,2006,Service workers and shop and market sales workers,MASCO 1998,61.5
Sabah,2006,Service workers and shop and market sales workers,MASCO 1998,174.3
Sarawak,2006,Service workers and shop and market sales workers,MASCO 1998,108.0
W.P. Kuala Lumpur,2006,Service workers and shop and market sales workers,MASCO 1998,128.4
W.P Labuan,2006,Service workers and shop and market sales workers,MASCO 1998,6.4
W.P.Putrajaya,2006,Service workers and shop and market sales workers,MASCO 1998,
Malaysia,2006,Skilled agricultural and fishery workers    ,MASCO 1998,"1,335.9"
Johor,2006,Skilled agricultural and fishery workers    ,MASCO 1998,108.7
Kedah,2006,Skilled agricultural and fishery workers    ,MASCO 1998,112.3
Kelantan,2006,Skilled agricultural and fishery workers    ,MASCO 1998,96.4
Melaka,2006,Skilled agricultural and fishery workers    ,MASCO 1998,14.7
Negeri Sembilan,2006,Skilled agricultural and fishery workers    ,MASCO 1998,51.2
Pahang,2006,Skilled agricultural and fishery workers    ,MASCO 1998,138.6
Pulau Pinang,2006,Skilled agricultural and fishery workers    ,MASCO 1998,13.0
Perak,2006,Skilled agricultural and fishery workers    ,MASCO 1998,115.7
Perlis,2006,Skilled agricultural and fishery workers    ,MASCO 1998,10.0
Selangor,2006,Skilled agricultural and fishery workers    ,MASCO 1998,41.8
Terengganu,2006,Skilled agricultural and fishery workers    ,MASCO 1998,50.0
Sabah,2006,Skilled agricultural and fishery workers    ,MASCO 1998,318.5
Sarawak,2006,Skilled agricultural and fishery workers    ,MASCO 1998,263.8
W.P. Kuala Lumpur,2006,Skilled agricultural and fishery workers    ,MASCO 1998,0.2
W.P Labuan,2006,Skilled agricultural and fishery workers    ,MASCO 1998,1.2
W.P.Putrajaya,2006,Skilled agricultural and fishery workers    ,MASCO 1998,
Malaysia,2006,Craft and related trade workers   ,MASCO 1998,"1,154.8"
Johor,2006,Craft and related trade workers   ,MASCO 1998,175.7
Kedah,2006,Craft and related trade workers   ,MASCO 1998,71.3
Kelantan,2006,Craft and related trade workers   ,MASCO 1998,75.8
Melaka,2006,Craft and related trade workers   ,MASCO 1998,29.3
Negeri Sembilan,2006,Craft and related trade workers   ,MASCO 1998,36.9
Pahang,2006,Craft and related trade workers   ,MASCO 1998,65.4
Pulau Pinang,2006,Craft and related trade workers   ,MASCO 1998,76.5
Perak,2006,Craft and related trade workers   ,MASCO 1998,97.5
Perlis,2006,Craft and related trade workers   ,MASCO 1998,8.5
Selangor,2006,Craft and related trade workers   ,MASCO 1998,163.6
Terengganu,2006,Craft and related trade workers   ,MASCO 1998,74.9
Sabah,2006,Craft and related trade workers   ,MASCO 1998,107.3
Sarawak,2006,Craft and related trade workers   ,MASCO 1998,116.3
W.P. Kuala Lumpur,2006,Craft and related trade workers   ,MASCO 1998,52.0
W.P Labuan,2006,Craft and related trade workers   ,MASCO 1998,3.8
W.P.Putrajaya,2006,Craft and related trade workers   ,MASCO 1998,
Malaysia,2006,Plant and machine-operators and assemblers,MASCO 1998,"1,408.0"
Johor,2006,Plant and machine-operators and assemblers,MASCO 1998,263.8
